10439	2023-02-04 11:56:00	1	0	16	0
10439	2023-02-04 23:10:00	1	1	16	0
10439	2023-02-05 10:56:00	1	0	1	0
10439	2023-02-05 22:01:00	1	1	1	0
10439	2023-02-06 09:25:00	1	0	1	0
10439	2023-02-06 22:04:00	1	1	1	0
10439	2023-02-08 10:57:00	1	0	1	0
10439	2023-02-08 22:18:00	1	1	1	0
10439	2023-02-09 11:59:00	1	0	1	0
10439	2023-02-09 22:37:00	1	1	1	0
10439	2023-02-10 11:59:00	1	0	16	0
10439	2023-02-10 22:48:00	1	1	16	0
10439	2023-02-11 09:58:00	1	0	1	0
10439	2023-02-11 21:42:00	1	1	16	0
10439	2023-02-12 10:56:00	1	0	16	0
10439	2023-02-12 22:05:00	1	1	16	0
10439	2023-02-14 11:59:00	1	0	16	0
10439	2023-02-14 23:45:00	1	1	1	0
10439	2023-02-15 11:58:00	1	0	16	0
10439	2023-02-15 22:41:00	1	1	16	0
10457	2023-02-01 09:54:00	1	0	16	0
10457	2023-02-01 22:45:00	1	1	16	0
10457	2023-02-03 09:15:00	1	0	16	0
10457	2023-02-03 22:33:00	1	1	1	0
10457	2023-02-04 11:24:00	1	0	16	0
10457	2023-02-04 22:51:00	1	1	16	0
10457	2023-02-05 09:17:00	1	0	16	0
10457	2023-02-05 21:59:00	1	1	16	0
10457	2023-02-06 11:35:00	1	0	1	0
10457	2023-02-06 21:51:00	1	1	1	0
10457	2023-02-07 09:22:00	1	0	1	0
10457	2023-02-07 22:35:00	1	1	16	0
10457	2023-02-09 11:33:00	1	0	16	0
10457	2023-02-09 22:30:00	1	1	16	0
10457	2023-02-10 09:26:00	1	0	16	0
10457	2023-02-10 22:31:00	1	1	16	0
10457	2023-02-11 11:44:00	1	0	1	0
10457	2023-02-11 22:35:00	1	1	1	0
10457	2023-02-12 09:11:00	1	0	16	0
10457	2023-02-13 09:17:00	1	0	16	0
10457	2023-02-13 22:32:00	1	1	1	0
10457	2023-02-14 11:36:00	1	0	16	0
10457	2023-02-14 23:57:00	1	1	16	0
10457	2023-02-15 22:35:00	1	1	1	0
20003	2023-02-08 10:55:00	1	0	16	0
20006	2023-02-02 10:59:00	1	0	16	0
20006	2023-02-02 21:40:00	1	1	16	0
20006	2023-02-03 11:01:00	1	0	1	0
20006	2023-02-03 22:45:00	1	1	16	0
20006	2023-02-04 10:59:00	1	0	16	0
20006	2023-02-04 22:06:00	1	1	1	0
20006	2023-02-04 22:40:00	1	1	1	0
20006	2023-02-05 10:59:00	1	0	1	0
20006	2023-02-05 22:03:00	1	1	16	0
20006	2023-02-06 11:00:00	1	0	1	0
20006	2023-02-06 22:02:00	1	1	16	0
20006	2023-02-08 11:03:00	1	0	1	0
20006	2023-02-08 22:45:00	1	1	1	0
20006	2023-02-09 11:00:00	1	0	1	0
20006	2023-02-09 22:51:00	1	1	1	0
20006	2023-02-10 11:00:00	1	0	1	0
20006	2023-02-10 22:49:00	1	1	1	0
20006	2023-02-11 10:42:00	1	0	1	0
20006	2023-02-11 22:51:00	1	1	1	0
20006	2023-02-11 22:53:00	1	1	16	0
20006	2023-02-12 11:01:00	1	0	1	0
20006	2023-02-12 22:21:00	1	1	16	0
20006	2023-02-13 10:26:00	1	0	1	0
20006	2023-02-13 22:55:00	1	1	16	0
20006	2023-02-14 10:54:00	1	0	1	0
20006	2023-02-15 00:09:00	1	1	1	0
20006	2023-02-15 11:00:00	1	0	16	0
20006	2023-02-15 23:42:00	1	1	16	0
20010	2023-02-01 09:48:00	1	0	16	0
20010	2023-02-01 22:45:00	1	1	1	0
20010	2023-02-01 23:01:00	1	1	16	0
20010	2023-02-02 08:35:00	1	0	1	0
20010	2023-02-02 22:00:00	1	1	1	0
20010	2023-02-03 11:45:00	1	0	1	0
20010	2023-02-03 22:22:00	1	1	1	0
20010	2023-02-04 12:00:00	1	0	1	0
20010	2023-02-04 22:38:00	1	1	16	0
20010	2023-02-05 11:59:00	1	0	16	0
20010	2023-02-05 22:01:00	1	1	1	0
20010	2023-02-07 09:56:00	1	0	1	0
20010	2023-02-07 22:28:00	1	1	1	0
20010	2023-02-09 09:55:00	1	0	16	0
20010	2023-02-09 22:20:00	1	1	16	0
20010	2023-02-10 10:10:00	1	0	1	0
20010	2023-02-10 23:01:00	1	1	16	0
20010	2023-02-11 22:10:00	1	1	16	0
20010	2023-02-12 10:01:00	1	0	1	0
20010	2023-02-12 22:04:00	1	1	1	0
20010	2023-02-13 11:52:00	1	0	1	0
20010	2023-02-13 22:28:00	1	1	1	0
20010	2023-02-14 11:52:00	1	0	1	0
20010	2023-02-14 23:57:00	1	1	1	0
20014	2023-02-01 23:24:00	1	1	16	0
20014	2023-02-03 22:19:00	1	1	16	0
20014	2023-02-11 23:05:00	1	1	16	0
20014	2023-02-12 22:10:00	1	1	1	0
20014	2023-02-15 23:58:00	1	1	16	0
20022	2023-02-01 11:47:00	1	0	1	0
20022	2023-02-01 23:03:00	1	1	1	0
20022	2023-02-03 09:55:00	1	0	1	0
20022	2023-02-03 22:49:00	1	1	16	0
20022	2023-02-04 09:45:00	1	0	1	0
20022	2023-02-04 22:59:00	1	1	16	0
20022	2023-02-05 09:47:00	1	0	1	0
20022	2023-02-05 21:54:00	1	1	1	0
20022	2023-02-06 09:52:00	1	0	1	0
20022	2023-02-06 22:06:00	1	1	16	0
20022	2023-02-07 11:54:00	1	0	16	0
20022	2023-02-07 22:42:00	1	1	16	0
20022	2023-02-08 09:55:00	1	0	1	0
20022	2023-02-08 22:42:00	1	1	1	0
20022	2023-02-10 11:45:00	1	0	1	0
20022	2023-02-10 22:48:00	1	1	1	0
20022	2023-02-11 09:53:00	1	0	1	0
20022	2023-02-11 22:35:00	1	1	1	0
20022	2023-02-12 11:45:00	1	0	1	0
20022	2023-02-12 22:10:00	1	1	16	0
20022	2023-02-13 09:50:00	1	0	16	0
20022	2023-02-13 23:17:00	1	1	1	0
20022	2023-02-13 23:21:00	1	1	16	0
20022	2023-02-14 09:53:00	1	0	16	0
20022	2023-02-14 23:57:00	1	1	1	0
20022	2023-02-15 09:56:00	1	0	1	0
20022	2023-02-15 23:22:00	1	1	1	0
